member_id,current_age,retirement_age,years_to_retirement,gender,employment_sector,current_salary,salary_growth_rate,years_of_service,job_changes,career_breaks_months,contribution_rate,monthly_contribution,current_pot_value,expected_annual_return,inflation_rate,risk_tolerance,employer_match,health_status,education_level,final_retirement_pot
MEMBER_008386,61.9,66,4.1,Male,Private,75391.17,0.0206,14.0,0,0.8,0.061,382.96,88914.24,0.0575,0.0262,High,0.06,Good,Master,168797.83
MEMBER_008387,52.0,67,15.0,Female,Public,46566.82,0.0128,3.0,0,5.4,0.0589,228.75,6653.55,0.0692,0.0164,Medium,0.05,Fair,Bachelor,144698.61
MEMBER_008388,22.0,66,44.0,Female,Education,18211.59,0.021,1.0,0,6.9,0.1135,172.3,1519.68,0.0367,0.0239,Medium,0.03,Good,Bachelor,419377.01
MEMBER_008389,35.9,66,30.1,Male,Healthcare,42305.74,0.018,5.4,2,2.7,0.0727,256.28,15092.31,0.0826,0.0122,Medium,0.05,Good,Bachelor,1107484.5
MEMBER_008390,47.8,66,18.2,Male,Public,44772.66,0.0185,11.5,0,4.3,0.0904,337.43,57145.71,0.0397,0.016,Low,0.03,Excellent,High School,312650.38
MEMBER_008391,43.9,65,21.1,Female,Public,60385.57,0.0379,18.2,1,13.1,0.0932,468.77,173569.26,0.0692,0.0322,Medium,0.06,Excellent,Bachelor,1104803.71
MEMBER_008392,36.1,66,29.9,Male,Public,27191.36,0.03,14.1,3,2.0,0.066,149.54,35104.51,0.0516,0.0195,Low,0.0,Excellent,PhD,228568.03
MEMBER_008393,60.6,66,5.4,Female,Private,69239.09,0.0324,16.0,3,4.2,0.1033,595.85,175650.19,0.0505,0.01,Medium,0.06,Good,Bachelor,295476.44
MEMBER_008394,35.8,66,30.2,Male,Public,32681.27,0.0268,10.5,0,0.1,0.1044,284.35,42051.18,0.066,0.0271,High,0.0,Good,PhD,822250.61
MEMBER_008395,37.8,66,28.2,Female,Private,38503.13,0.0183,15.8,2,5.3,0.0836,268.29,76897.17,0.0561,0.027,Low,0.0,Excellent,Master,562063.42
MEMBER_008396,39.3,65,25.7,Female,Private,35184.72,0.0314,17.3,3,4.0,0.0589,172.84,58274.6,0.0342,0.01,Medium,0.03,Excellent,Master,333229.55
MEMBER_008397,37.6,66,28.4,Male,Education,46361.92,0.0277,7.0,0,0.1,0.1234,476.85,39569.74,0.068,0.0277,Medium,0.03,Poor,Bachelor,877890.3
MEMBER_008398,44.4,65,20.6,Male,Healthcare,28929.03,0.0193,3.2,1,0.1,0.1109,267.27,8305.95,0.0574,0.022,Medium,0.03,Poor,Bachelor,180771.7
MEMBER_008399,34.9,68,33.1,Female,Healthcare,28748.11,0.0194,7.0,0,7.3,0.1067,255.56,20984.67,0.0673,0.0287,Low,0.03,Fair,High School,464558.15
MEMBER_008400,52.6,65,12.4,Male,Private,29077.53,0.0209,21.8,4,2.1,0.1117,270.66,143197.56,0.0268,0.0243,Medium,0.0,Good,Master,172443.39
MEMBER_008401,61.4,65,3.6,Male,Healthcare,81495.69,0.0092,8.6,0,0.7,0.0369,250.56,27408.92,0.0457,0.0186,Low,0.05,Good,Master,44658.05
MEMBER_008402,36.3,67,30.7,Female,Healthcare,28297.31,0.0181,8.0,3,1.8,0.0738,173.96,17239.93,0.0672,0.0136,Medium,0.05,Excellent,Bachelor,611390.65
MEMBER_008403,43.0,65,22.0,Female,Finance,45996.62,0.0275,21.0,2,12.2,0.0818,313.58,153431.85,0.0647,0.0188,Medium,0.06,Fair,High School,954720.72
MEMBER_008404,33.9,67,33.1,Female,Public,19244.66,0.0275,11.9,2,1.5,0.1207,193.63,34704.42,0.0559,0.01,Medium,0.06,Good,Bachelor,539702.28
MEMBER_008405,57.7,66,8.3,Male,Healthcare,70479.1,0.012,1.0,0,0.8,0.1192,699.89,6173.0,0.0642,0.0135,High,0.03,Fair,Master,134640.26
MEMBER_008406,52.2,66,13.8,Male,Education,43368.77,0.0294,30.2,2,1.8,0.0961,347.33,384625.91,0.03,0.0168,Medium,0.03,Good,High School,612920.63
MEMBER_008407,42.0,65,23.0,Male,Finance,50927.4,0.0174,15.1,3,2.8,0.03,127.32,33559.5,0.0787,0.0322,Low,0.06,Excellent,High School,501845.45
MEMBER_008408,65.0,65,1.0,Male,Healthcare,57035.54,0.021,4.7,2,0.2,0.0859,408.26,20199.22,0.0382,0.0346,Medium,0.0,Good,Master,14313.46
MEMBER_008409,65.0,66,1.0,Male,Public,69162.44,0.0217,1.0,2,2.2,0.062,357.24,3150.84,0.0323,0.0156,High,0.0,Fair,Master,10000.0
MEMBER_008410,54.5,67,12.5,Female,Technology,61392.92,0.0286,30.0,3,19.1,0.0849,434.1,473571.09,0.0539,0.0311,Low,0.0,Good,Bachelor,764048.35
MEMBER_008411,48.8,68,19.2,Female,Technology,60255.66,0.0399,10.1,1,5.5,0.0931,467.26,64911.2,0.0276,0.0171,High,0.0,Good,PhD,398060.63
MEMBER_008412,38.7,66,27.3,Male,Technology,34875.3,0.018,2.7,0,1.1,0.0954,277.21,7253.64,0.0517,0.0238,Medium,0.0,Excellent,High School,254011.32
MEMBER_008413,52.7,67,14.3,Female,Public,58063.67,0.0267,2.4,0,6.1,0.0454,219.55,4904.97,0.024,0.0289,Medium,0.05,Good,Bachelor,145383.14
MEMBER_008414,40.0,65,25.0,Male,Private,45048.1,0.036,15.7,1,0.0,0.1095,411.11,117053.22,0.0492,0.0151,Medium,0.06,Excellent,Master,619401.03
MEMBER_008415,37.0,66,29.0,Female,Education,18000.0,0.0148,5.3,1,6.9,0.0574,86.14,5014.75,0.0534,0.01,Medium,0.03,Good,High School,156995.47
MEMBER_008416,50.9,66,15.1,Female,Finance,50526.66,0.0175,28.9,5,7.2,0.0789,332.05,331273.77,0.0206,0.0284,Medium,0.05,Fair,Bachelor,539204.86
MEMBER_008417,22.0,65,43.0,Male,Education,18000.0,0.0265,1.0,0,0.5,0.0731,109.58,966.48,0.0595,0.0277,Low,0.06,Excellent,Master,550296.72
MEMBER_008418,55.5,66,10.5,Male,Private,58691.2,0.0203,1.0,1,7.5,0.09,440.42,3884.46,0.0844,0.028,High,0.05,Good,Bachelor,143578.85
MEMBER_008419,49.3,67,17.7,Female,Finance,55877.16,0.0112,27.3,0,1.9,0.055,256.31,222230.23,0.0787,0.0203,High,0.03,Excellent,Bachelor,1212766.23
MEMBER_008420,25.4,65,39.6,Male,Public,30103.16,0.0348,3.4,0,1.5,0.1214,304.58,10421.4,0.0708,0.0212,Medium,0.05,Fair,Master,1888011.02
MEMBER_008421,61.2,67,5.8,Male,Healthcare,73871.2,0.0309,10.6,1,1.3,0.0768,473.06,70843.01,0.0451,0.0168,High,0.03,Good,Bachelor,127944.66
MEMBER_008422,59.2,65,5.8,Female,Public,65823.07,0.0307,15.4,2,6.5,0.0629,345.16,94841.76,0.0215,0.0324,Medium,0.05,Good,High School,169400.04
MEMBER_008423,35.2,66,30.8,Female,Public,44962.03,0.0311,13.2,2,8.5,0.0605,226.53,48042.54,0.0482,0.0296,Low,0.03,Good,PhD,413834.04
MEMBER_008424,25.9,66,40.1,Male,Public,33296.11,0.0236,3.9,1,3.2,0.1138,315.67,12379.01,0.0742,0.0285,Low,0.05,Good,Bachelor,1372351.11
MEMBER_008425,54.4,66,11.6,Female,Private,40817.6,0.0143,31.3,5,1.3,0.0964,328.05,397952.77,0.0612,0.0179,Medium,0.06,Fair,Master,743170.17
MEMBER_008426,44.6,66,21.4,Female,Healthcare,36520.15,0.037,2.7,0,6.3,0.0699,212.77,5577.07,0.056,0.0367,Medium,0.05,Fair,Bachelor,258135.16
MEMBER_008427,38.7,66,27.3,Male,Education,37944.42,0.0106,1.0,0,4.0,0.0706,223.22,1968.81,0.0463,0.041,Medium,0.03,Good,High School,192452.87
MEMBER_008428,60.2,66,5.8,Male,Private,75533.22,0.0276,38.2,2,0.7,0.0566,356.42,738441.57,0.0458,0.0202,Medium,0.03,Fair,Master,878768.61
MEMBER_008429,52.1,67,14.9,Female,Public,40355.57,0.0204,1.0,0,15.1,0.0805,270.66,2387.2,0.0523,0.01,Medium,0.06,Excellent,High School,160459.68
MEMBER_008430,50.5,66,15.5,Female,Private,50411.86,0.0448,3.6,0,20.3,0.0758,318.24,11371.81,0.0612,0.0238,High,0.0,Excellent,Bachelor,179835.72
MEMBER_008431,34.1,67,32.9,Male,Technology,38647.67,0.0245,3.0,0,11.2,0.0754,242.89,7177.3,0.0597,0.0317,Low,0.05,Excellent,High School,636678.71
MEMBER_008432,53.3,65,11.7,Male,Education,47960.16,0.0226,13.2,4,1.0,0.1375,549.61,115592.64,0.0537,0.0134,High,0.05,Fair,Master,399149.81
MEMBER_008433,47.1,66,18.9,Female,Healthcare,34627.9,0.0232,2.1,0,1.3,0.1105,318.82,6243.15,0.0783,0.0255,Low,0.06,Excellent,High School,295011.49
MEMBER_008434,29.7,67,37.3,Male,Public,33339.37,0.0343,7.7,0,2.7,0.1062,295.18,27702.17,0.0393,0.0214,Low,0.06,Good,PhD,694401.51
MEMBER_008435,47.2,66,18.8,Female,Technology,70385.61,0.0092,1.5,0,3.6,0.0733,429.78,5734.45,0.0648,0.0143,Medium,0.06,Good,High School,320942.98
MEMBER_008436,42.8,65,22.2,Female,Education,43235.37,0.0242,11.1,0,4.5,0.0774,278.73,44584.82,0.0278,0.0354,Low,0.05,Excellent,High School,326277.39
MEMBER_008437,55.4,67,11.6,Male,Healthcare,92670.12,0.0175,20.3,6,4.8,0.064,493.87,227408.2,0.0404,0.0332,Low,0.06,Good,Bachelor,417735.75
MEMBER_008438,57.3,66,8.7,Female,Education,32310.75,0.0256,6.8,1,10.0,0.03,80.78,6411.67,0.0618,0.035,High,0.05,Good,Bachelor,57444.98
MEMBER_008439,47.6,65,17.4,Male,Public,31794.77,0.0314,7.0,0,6.7,0.0551,146.1,12087.98,0.0526,0.0202,Medium,0.03,Good,Bachelor,124460.41
MEMBER_008440,22.2,67,44.8,Female,Healthcare,18000.0,0.0208,1.0,0,11.9,0.0623,93.43,824.06,0.0723,0.0181,Medium,0.03,Excellent,High School,681073.02
MEMBER_008441,48.9,65,16.1,Female,Private,37844.33,0.0221,13.6,0,7.0,0.0591,186.36,41388.88,0.0556,0.0273,Medium,0.03,Good,High School,236449.23
MEMBER_008442,44.4,66,21.6,Female,Finance,62391.58,0.0183,9.7,1,5.4,0.03,155.98,20520.7,0.0524,0.0252,Medium,0.05,Excellent,Bachelor,377130.79
MEMBER_008443,47.2,65,17.8,Male,Healthcare,51384.86,0.0388,10.8,4,0.5,0.1132,484.87,74854.75,0.0668,0.0345,Medium,0.05,Fair,High School,592402.68
MEMBER_008444,57.6,66,8.4,Male,Public,43439.58,0.0413,6.4,0,2.6,0.0694,251.14,18511.65,0.0388,0.0296,Medium,0.03,Excellent,Bachelor,58932.6
MEMBER_008445,31.3,66,34.7,Female,Private,34627.83,0.0157,9.3,1,7.4,0.0967,278.95,34305.66,0.0445,0.0122,Medium,0.06,Good,Master,665120.06
MEMBER_008446,44.8,65,20.2,Female,Public,35457.73,0.0327,3.2,0,10.4,0.0479,141.53,4466.17,0.0923,0.01,High,0.06,Good,Bachelor,296108.46
MEMBER_008447,50.2,66,15.8,Male,Public,43610.83,0.0333,15.2,2,0.7,0.0731,265.82,71033.51,0.0571,0.0375,Medium,0.05,Fair,High School,386867.63
MEMBER_008448,37.3,66,28.7,Male,Healthcare,24962.11,0.0282,4.3,0,1.5,0.1161,241.45,10825.39,0.0626,0.0256,Medium,0.06,Good,Bachelor,539076.14
MEMBER_008449,47.8,66,18.2,Male,Public,55078.81,0.0098,5.5,0,0.8,0.1031,473.34,28416.02,0.0524,0.0297,Medium,0.05,Poor,Bachelor,264655.64
MEMBER_008450,54.9,67,12.1,Female,Public,51694.99,0.0292,23.0,3,6.0,0.1206,519.34,309358.86,0.0368,0.0278,Low,0.05,Good,Bachelor,601502.12
MEMBER_008451,45.1,67,21.9,Female,Private,38649.66,0.0104,23.1,3,8.8,0.0957,308.27,185022.81,0.0436,0.0188,Low,0.06,Fair,Bachelor,505657.24
MEMBER_008452,45.0,67,22.0,Male,Private,49084.86,0.0222,7.0,0,0.6,0.0763,312.3,25632.37,0.0544,0.0299,Medium,0.03,Good,Master,319912.51
MEMBER_008453,45.5,68,22.5,Male,Healthcare,64985.52,0.009,20.0,1,0.1,0.1229,665.74,297178.29,0.0341,0.0129,Low,0.05,Excellent,Bachelor,675561.97
MEMBER_008454,37.2,66,28.8,Male,Technology,58083.38,0.0231,2.4,0,5.4,0.0953,461.1,10568.67,0.0649,0.0227,Low,0.06,Good,High School,796678.84
MEMBER_008455,48.9,66,17.1,Female,Public,32060.47,0.0206,26.9,3,11.9,0.044,117.45,98976.78,0.069,0.0116,Medium,0.06,Excellent,Master,413787.67
MEMBER_008456,44.4,66,21.6,Female,Healthcare,38897.57,0.038,15.2,0,8.2,0.0905,293.36,78932.65,0.0687,0.039,Low,0.05,Fair,High School,492623.83
MEMBER_008457,39.8,66,26.2,Female,Healthcare,46691.99,0.0214,5.2,1,17.8,0.03,116.73,6511.13,0.026,0.0284,Medium,0.06,Good,High School,223201.72
MEMBER_008458,41.6,66,24.4,Female,Finance,50563.03,0.0152,19.6,4,23.0,0.0735,309.58,132193.81,0.0504,0.0346,Medium,0.03,Fair,High School,663717.85
MEMBER_008459,37.2,65,27.8,Male,Healthcare,40214.75,0.0204,9.1,1,1.5,0.0568,190.27,22507.4,0.0681,0.0288,Low,0.0,Excellent,Bachelor,285348.41
MEMBER_008460,52.3,66,13.7,Female,Private,32713.91,0.0227,15.1,5,4.8,0.1255,342.06,90973.89,0.0495,0.0317,Low,0.03,Good,High School,241892.22
MEMBER_008461,42.8,66,23.2,Male,Public,30409.22,0.0283,5.0,1,3.9,0.0867,219.74,11717.67,0.0525,0.0263,Low,0.05,Good,High School,251998.76
MEMBER_008462,44.1,65,20.9,Female,Education,30021.78,0.0147,22.1,3,13.8,0.1082,270.61,147934.91,0.0477,0.05,High,0.03,Fair,PhD,641076.47
MEMBER_008463,22.0,65,43.0,Male,Public,33883.51,0.005,1.0,0,6.4,0.0326,92.08,812.17,0.0464,0.023,High,0.0,Excellent,Bachelor,274164.36
MEMBER_008464,34.9,67,32.1,Female,Public,26563.19,0.0153,12.9,1,5.5,0.1028,227.61,46414.8,0.0685,0.02,Low,0.03,Good,High School,690086.67
MEMBER_008465,31.5,68,36.5,Female,Finance,38259.88,0.0194,1.8,1,2.5,0.0679,216.6,3482.65,0.0558,0.0274,Medium,0.05,Good,High School,698694.07
MEMBER_008466,33.5,65,31.5,Male,Private,45648.68,0.0328,11.5,0,3.7,0.0577,219.44,37234.3,0.0411,0.0286,Low,0.05,Good,Master,656147.11
MEMBER_008467,53.8,67,13.2,Male,Public,47057.88,0.0202,19.4,4,3.4,0.0542,212.52,88862.43,0.0478,0.013,Low,0.05,Fair,High School,243929.24
MEMBER_008468,23.2,65,41.8,Male,Private,32662.92,0.0304,1.2,0,4.4,0.0995,270.78,2914.83,0.0637,0.0366,High,0.0,Fair,Bachelor,1347455.54
MEMBER_008469,65.0,68,3.0,Female,Finance,82890.58,0.0184,10.2,0,2.1,0.0725,501.11,71058.03,0.0647,0.0269,Medium,0.05,Fair,Bachelor,126729.19
MEMBER_008470,52.4,65,12.6,Female,Public,34224.28,0.0332,1.0,0,12.3,0.0794,226.4,1996.86,0.0294,0.0412,Medium,0.05,Poor,High School,90421.57
MEMBER_008471,61.2,67,5.8,Female,Healthcare,40015.83,0.0105,30.8,5,2.5,0.0857,285.65,333017.1,0.0413,0.0112,Medium,0.05,Poor,Master,511259.72
MEMBER_008472,41.4,65,23.6,Female,Public,30831.12,0.0186,5.6,0,8.3,0.065,166.93,10264.04,0.0598,0.0136,Low,0.06,Fair,Bachelor,230829.92
MEMBER_008473,30.3,65,34.7,Female,Private,41660.89,0.045,8.3,1,4.9,0.0668,231.77,24228.98,0.0421,0.0369,Medium,0.06,Good,Bachelor,950084.7
MEMBER_008474,45.5,66,20.5,Male,Private,43378.12,0.013,13.9,0,1.2,0.0919,332.32,76101.61,0.0524,0.0346,Medium,0.05,Good,Bachelor,543390.03
MEMBER_008475,65.0,66,1.0,Female,Private,51441.23,0.0208,30.3,4,8.1,0.096,411.41,459375.3,0.0695,0.016,Low,0.06,Excellent,High School,484742.2
MEMBER_008476,48.1,66,17.9,Female,Private,49525.94,0.0185,26.1,7,8.4,0.0648,267.62,209043.7,0.0817,0.0205,High,0.06,Good,High School,1368368.54
MEMBER_008477,37.6,66,28.4,Female,Private,31261.37,0.0151,12.2,1,5.9,0.0637,166.05,30761.22,0.0816,0.0236,Medium,0.03,Excellent,Bachelor,529951.44
MEMBER_008478,42.0,65,23.0,Female,Public,45839.71,0.0299,20.0,2,5.7,0.0921,351.76,156468.08,0.0618,0.0291,Medium,0.06,Excellent,High School,1366724.4
MEMBER_008479,47.7,65,17.3,Female,Public,31382.62,0.0237,18.2,1,0.6,0.055,143.85,53377.73,0.0415,0.0214,High,0.05,Poor,High School,245197.12
MEMBER_008480,36.3,66,29.7,Female,Healthcare,32510.15,0.0141,1.0,0,13.1,0.1076,291.57,2571.69,0.0506,0.0184,Medium,0.06,Fair,Bachelor,542463.07
MEMBER_008481,59.0,66,7.0,Male,Private,43430.57,0.0239,13.8,4,2.7,0.0564,204.25,46423.32,0.0535,0.0432,Low,0.03,Excellent,Master,84797.44
MEMBER_008482,52.1,67,14.9,Female,Healthcare,43251.9,0.0262,16.3,1,6.6,0.0577,207.88,63306.88,0.046,0.0416,Low,0.05,Good,Bachelor,281885.31
MEMBER_008483,60.1,66,5.9,Female,Public,51894.67,0.022,9.4,2,8.0,0.0645,279.11,34902.24,0.0345,0.0227,Medium,0.03,Good,High School,69040.73
MEMBER_008484,54.9,66,11.1,Female,Finance,42589.21,0.035,32.9,7,18.4,0.1313,465.95,640400.59,0.0559,0.0377,High,0.03,Good,Bachelor,1390195.91
MEMBER_008485,42.3,65,22.7,Female,Finance,36116.53,0.0106,20.3,3,6.0,0.1353,407.15,186296.67,0.0453,0.0198,High,0.05,Excellent,High School,930996.92
MEMBER_008486,47.0,66,19.0,Female,Education,34096.81,0.023,10.5,1,2.9,0.0771,218.94,32419.65,0.0433,0.0368,Low,0.05,Fair,High School,194644.1
MEMBER_008487,35.6,66,30.4,Female,Public,24995.87,0.0288,13.6,1,5.3,0.0919,191.44,42552.49,0.061,0.0162,Medium,0.0,Excellent,Bachelor,488510.64
MEMBER_008488,33.2,68,34.8,Female,Public,34974.95,0.0388,11.2,1,0.9,0.1074,312.97,50533.45,0.0642,0.0207,High,0.06,Excellent,High School,2537272.38
MEMBER_008489,37.0,65,28.0,Male,Private,56154.36,0.0243,5.8,1,1.4,0.0776,363.15,23383.28,0.0412,0.0256,Medium,0.05,Good,Master,581811.24
MEMBER_008490,60.0,66,6.0,Female,Finance,65291.24,0.0173,1.0,0,9.5,0.0702,381.82,3367.68,0.072,0.0194,Low,0.03,Good,PhD,51562.69
MEMBER_008491,32.0,65,33.0,Male,Private,31541.52,0.0206,7.0,3,0.6,0.0742,195.1,16042.13,0.06,0.0117,High,0.06,Fair,Bachelor,623245.55
MEMBER_008492,57.4,66,8.6,Female,Healthcare,42624.78,0.0196,11.9,2,2.6,0.0547,194.21,34778.36,0.0656,0.01,Medium,0.0,Excellent,Bachelor,101979.78
MEMBER_008493,22.0,65,43.0,Female,Private,18000.0,0.0185,1.0,0,6.4,0.1034,155.03,1367.35,0.0784,0.0291,Medium,0.06,Poor,Bachelor,1026228.59
MEMBER_008494,22.0,66,44.0,Male,Private,19789.27,0.0222,1.0,0,1.2,0.0901,148.62,1310.8,0.0727,0.0208,Medium,0.05,Fair,Bachelor,1363574.95
MEMBER_008495,45.7,66,20.3,Female,Healthcare,37316.65,0.0241,1.0,0,1.7,0.1014,315.24,2780.44,0.0506,0.0235,Low,0.0,Excellent,High School,114221.21
MEMBER_008496,42.1,68,25.9,Male,Public,31635.75,0.0391,1.1,0,1.9,0.1108,292.1,2816.21,0.0952,0.0419,Medium,0.03,Good,Bachelor,699523.42
MEMBER_008497,44.0,65,21.0,Female,Technology,42721.44,0.0081,22.0,6,2.7,0.0733,261.13,141062.74,0.0443,0.0253,Low,0.06,Excellent,Master,582065.67
MEMBER_008498,55.7,65,9.3,Female,Public,40096.9,0.0139,1.0,0,16.2,0.0468,156.34,1378.95,0.0523,0.0272,Medium,0.0,Excellent,Master,28177.78
MEMBER_008499,55.8,65,9.2,Female,Healthcare,56277.75,0.019,1.1,0,5.5,0.1315,616.52,5837.68,0.075,0.0218,Medium,0.06,Excellent,Bachelor,164387.31
MEMBER_008500,45.9,65,19.1,Male,Technology,31841.13,0.0114,1.0,0,11.0,0.1028,272.64,2404.73,0.0432,0.0218,Medium,0.03,Good,Master,121816.54
MEMBER_008501,38.8,66,27.2,Male,Finance,44688.29,0.0308,16.8,2,1.3,0.0685,255.23,81637.17,0.0502,0.0397,Medium,0.06,Good,Bachelor,861613.78
MEMBER_008502,58.6,68,9.4,Female,Education,29946.43,0.0074,1.3,0,0.5,0.0639,159.44,1792.36,0.0628,0.0291,Medium,0.03,Good,High School,37289.45
MEMBER_008503,54.3,67,12.7,Male,Public,64494.89,0.0219,1.2,0,3.7,0.1043,560.52,6079.89,0.0517,0.0241,High,0.03,Good,High School,148993.95
MEMBER_008504,65.0,68,3.0,Male,Healthcare,88603.93,0.0333,24.8,5,0.7,0.0582,429.42,300499.24,0.0587,0.0159,Medium,0.05,Good,Bachelor,334940.59
MEMBER_008505,42.7,66,23.3,Female,Private,41956.0,0.0208,20.7,1,8.0,0.0722,252.45,121089.6,0.0475,0.0271,Medium,0.06,Good,High School,537690.67
MEMBER_008506,42.1,66,23.9,Male,Public,35058.65,0.0262,20.1,2,3.3,0.0519,151.67,68404.31,0.0752,0.0193,High,0.03,Excellent,Master,620953.43
MEMBER_008507,35.3,67,31.7,Female,Private,42252.2,0.0361,5.9,1,2.6,0.0634,223.06,14741.88,0.0502,0.0286,Medium,0.06,Excellent,PhD,867704.82
MEMBER_008508,33.8,65,31.2,Female,Healthcare,18000.0,0.0358,1.8,0,14.7,0.0379,56.92,930.18,0.0641,0.0134,Medium,0.05,Good,PhD,245614.67
MEMBER_008509,65.0,67,2.0,Female,Private,50041.89,0.0317,17.2,0,11.5,0.0531,221.63,74180.42,0.0664,0.0268,Medium,0.03,Good,Bachelor,97524.42
MEMBER_008510,33.4,67,33.6,Female,Private,50471.97,0.0275,3.0,0,23.3,0.0811,341.29,9891.27,0.0535,0.0148,Low,0.06,Poor,Bachelor,784218.02
MEMBER_008511,38.6,68,29.4,Male,Public,44244.26,0.011,16.6,1,1.8,0.0879,324.23,101817.81,0.0616,0.023,Medium,0.0,Fair,Bachelor,1083647.67
MEMBER_008512,49.7,66,16.3,Female,Education,31699.67,0.022,27.7,3,9.7,0.1416,374.06,335147.35,0.0495,0.0279,High,0.05,Good,Bachelor,922607.63
MEMBER_008513,40.7,66,25.3,Female,Healthcare,51691.61,0.0263,12.7,0,6.6,0.0716,308.36,60921.26,0.0565,0.0175,Low,0.0,Good,Master,289233.24
MEMBER_008514,27.8,66,38.2,Female,Technology,43773.72,0.0231,1.1,0,5.7,0.0677,247.04,2322.1,0.0608,0.0327,Medium,0.0,Fair,Master,656402.68
MEMBER_008515,61.5,65,3.5,Female,Public,39033.89,0.013,4.4,0,5.1,0.0943,306.87,13873.2,0.0621,0.0376,Medium,0.06,Excellent,Bachelor,39339.0
MEMBER_008516,65.0,65,1.0,Male,Public,61494.81,0.0208,4.6,0,1.8,0.0723,370.49,18044.44,0.0714,0.04,Low,0.05,Good,PhD,30703.53
MEMBER_008517,39.9,65,25.1,Female,Private,19781.93,0.0464,17.9,1,4.7,0.0828,136.55,49251.39,0.0649,0.0231,High,0.03,Good,Bachelor,651168.17
MEMBER_008518,48.4,66,17.6,Male,Public,37665.62,0.0123,17.9,4,1.8,0.1224,384.28,138089.98,0.0843,0.0163,Medium,0.03,Fair,Bachelor,1068078.04
MEMBER_008519,57.5,65,7.5,Female,Technology,67899.85,0.0453,10.4,1,4.7,0.0844,477.71,69706.74,0.0654,0.0295,Medium,0.05,Excellent,Bachelor,254257.35
MEMBER_008520,22.0,66,44.0,Female,Private,30232.6,0.0185,1.0,0,3.5,0.0634,159.78,1409.25,0.034,0.0189,Low,0.03,Good,Bachelor,361587.41
MEMBER_008521,45.4,65,19.6,Female,Public,35864.85,0.0322,11.9,0,12.9,0.03,89.66,16048.65,0.0691,0.0273,Medium,0.0,Excellent,Master,125359.34
MEMBER_008522,41.7,65,23.3,Male,Technology,65967.41,0.0165,19.7,3,0.3,0.1116,613.32,265242.47,0.0569,0.0172,Low,0.03,Good,Bachelor,937659.57
MEMBER_008523,32.1,65,32.9,Female,Public,34821.53,0.0162,3.9,0,19.7,0.0988,286.6,11507.05,0.0612,0.0184,Medium,0.03,Good,Bachelor,446073.68
MEMBER_008524,35.4,66,30.6,Female,Public,25008.73,0.0339,13.4,1,4.6,0.0551,114.75,24701.65,0.0551,0.0442,High,0.06,Excellent,Bachelor,787894.73
MEMBER_008525,36.3,66,29.7,Male,Technology,33620.66,0.0244,4.7,0,1.0,0.083,232.45,11473.55,0.0427,0.0173,High,0.0,Fair,PhD,274230.16
MEMBER_008526,65.0,68,3.0,Male,Public,31395.84,0.0236,32.4,1,4.5,0.0824,215.71,284180.01,0.0494,0.015,Medium,0.06,Good,Bachelor,352798.98
MEMBER_008527,45.6,66,20.4,Female,Healthcare,44526.82,0.0282,2.4,0,4.8,0.0913,338.82,7787.62,0.0322,0.0327,Low,0.0,Good,Bachelor,160916.8
MEMBER_008528,31.8,66,34.2,Male,Public,39279.65,0.005,9.8,0,1.7,0.1017,332.77,44242.99,0.0554,0.0224,Low,0.0,Fair,High School,605708.06
MEMBER_008529,37.6,68,30.4,Female,Healthcare,32404.9,0.0293,9.4,0,12.7,0.1109,299.52,37494.31,0.0416,0.0189,Low,0.03,Excellent,Master,362584.52
MEMBER_008530,64.3,66,1.7,Male,Public,60981.63,0.0241,21.0,5,2.2,0.0488,247.93,121795.76,0.0284,0.0228,Low,0.06,Poor,High School,100021.06
MEMBER_008531,32.8,66,33.2,Male,Education,28578.09,0.005,10.8,1,1.5,0.128,304.92,46876.94,0.0374,0.0441,Medium,0.0,Excellent,Bachelor,410950.73
MEMBER_008532,52.7,66,13.3,Male,Education,46409.12,0.0058,22.7,1,0.4,0.062,239.81,138626.59,0.054,0.018,Low,0.06,Excellent,High School,281105.58
MEMBER_008533,47.0,66,19.0,Male,Finance,41749.99,0.0085,10.3,1,0.0,0.054,187.94,27047.05,0.0469,0.0201,Low,0.0,Fair,Master,118457.31
MEMBER_008534,42.0,66,24.0,Female,Education,41554.45,0.0166,3.2,0,12.0,0.0328,113.42,3525.87,0.0497,0.01,Medium,0.03,Excellent,Bachelor,164202.4
MEMBER_008535,58.2,66,7.8,Male,Public,68508.58,0.029,6.6,1,1.2,0.0525,299.52,23134.93,0.056,0.0368,Low,0.03,Excellent,Bachelor,102676.43
MEMBER_008536,65.0,66,1.0,Male,Public,77182.32,0.0152,12.6,3,0.0,0.0562,361.39,70409.92,0.0603,0.0382,Medium,0.03,Excellent,Bachelor,61120.37
MEMBER_008537,65.0,67,2.0,Female,Healthcare,70396.41,0.0234,17.4,2,7.3,0.0456,267.47,91109.01,0.0459,0.025,High,0.03,Excellent,Master,114886.12
MEMBER_008538,27.7,66,38.3,Male,Public,26503.72,0.0069,3.7,0,0.9,0.0798,176.14,6465.87,0.0689,0.0154,Medium,0.06,Good,High School,960484.37
MEMBER_008539,58.0,67,9.0,Female,Public,60004.98,0.0153,2.8,0,0.4,0.1034,516.98,14202.86,0.0604,0.027,Medium,0.03,Excellent,Bachelor,117206.9
